id,date,store_nbr,item_nbr,unit_sales,onpromotion,type_x,cluster,class,perishable,transactions,dcoilwtico,locale,locale_name,description,transferred,dayofweek,is_weekend,lag_7,rolling_7,promo_lag_interaction,family_BEAUTY,family_BEVERAGES,family_BREAD/BAKERY,family_CLEANING,family_DAIRY,family_DELI,family_EGGS,family_FROZEN FOODS,family_GROCERY I,family_GROCERY II,family_HARDWARE,family_HOME APPLIANCES,family_LAWN AND GARDEN,family_LINGERIE,"family_LIQUOR,WINE,BEER",family_MEATS,family_PERSONAL CARE,family_POULTRY,family_PREPARED FOODS,family_SEAFOOD,city_Babahoyo,city_Cayambe,city_Cuenca,city_Daule,city_El Carmen,city_Esmeraldas,city_Guaranda,city_Guayaquil,city_Ibarra,city_Latacunga,city_Loja,city_Machala,city_Playas,city_Quevedo,city_Quito,city_Riobamba,city_Salinas,city_Santo Domingo,state_Bolivar,state_Chimborazo,state_Cotopaxi,state_El Oro,state_Esmeraldas,state_Guayas,state_Imbabura,state_Loja,state_Los Rios,state_Manabi,state_Pichincha,state_Santa Elena,state_Santo Domingo de los Tsachilas,state_Tungurahua,type_y_Work Day
154043,2013-01-05,43,105693,4.0,0.0,E,10,1034,0,1205,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0030581039755351,0.0114806655531829,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
157095,2013-01-05,45,1047775,37.0,0.0,A,11,1126,0,4331,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0611620795107033,0.0617142857142857,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
143582,2013-01-05,27,252970,11.0,0.0,D,1,3008,0,1327,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.010703363914373,0.0282252056068838,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
183741,2013-01-06,24,1047758,9.0,0.0,D,1,1126,0,2061,93.12,National,Ecuador,Recupero puente Navidad,False,6,1,0.018348623853211,0.0383734117000359,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
187738,2013-01-06,30,982726,6.0,0.0,C,3,3018,0,667,93.12,National,Ecuador,Recupero puente Navidad,False,6,1,0.0076452599388379,0.0180769995137317,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
130506,2013-01-05,8,472645,2.0,0.0,D,8,1002,0,3060,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0045871559633027,0.0069139728112645,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
161036,2013-01-05,49,265266,21.0,0.0,A,11,2986,1,2562,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0091743119266055,0.0343141292627751,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
155172,2013-01-05,44,514597,3.0,0.0,A,5,1012,0,4921,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0030581039755351,0.0165547685997589,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
147529,2013-01-05,33,464940,1.0,0.0,C,3,3090,0,1217,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.010703363914373,0.0079287934205797,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
181128,2013-01-06,18,1047686,6.0,0.0,B,16,1120,0,1405,93.12,National,Ecuador,Recupero puente Navidad,False,6,1,0.0061162079510703,0.0165547685997589,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
160286,2013-01-05,48,671062,33.0,0.0,A,14,2636,1,4084,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0030581039755351,0.056132772363052,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
142111,2013-01-05,25,463901,1.0,0.0,D,1,3034,0,1355,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0229357798165137,0.0135103067718133,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
159541,2013-01-05,47,1047698,10.0,0.0,A,14,1122,0,4764,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0443425076452599,0.0459845662698999,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
162024,2013-01-05,50,105574,23.0,0.0,A,14,1045,0,3459,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0076452599388379,0.1180368295312797,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
153270,2013-01-05,41,264752,1.0,0.0,D,4,3034,0,1021,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0015290519877675,0.0155399479904437,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
158847,2013-01-05,47,464334,4.0,0.0,A,14,1040,0,4764,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0045871559633027,0.0150325376857861,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
156468,2013-01-05,45,559044,10.0,0.0,A,11,2716,1,4331,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0168195718654434,0.0383734117000359,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
132312,2013-01-05,10,116017,19.0,0.0,C,15,1072,0,1269,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0749235474006116,0.1231109325778557,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
146636,2013-01-05,31,1037846,1.0,0.0,B,10,1022,0,1317,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0091743119266055,0.0089436140298949,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
136112,2013-01-05,15,205387,4.0,0.0,C,15,1034,0,1543,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0137614678899082,0.021628871646335,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
153126,2013-01-05,40,1102971,2.0,0.0,C,3,1122,0,1118,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0076452599388379,0.0089436140298949,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
133060,2013-01-05,11,179274,8.0,0.0,B,6,1032,0,3052,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0076452599388379,0.0307622571301718,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
144540,2013-01-05,28,220432,11.0,0.0,E,10,1080,0,1033,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0259938837920489,0.0419252838326391,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
137584,2013-01-05,17,213066,2.0,0.0,C,12,1074,0,1433,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0122324159021406,0.0246733334742806,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
142300,2013-01-05,25,742735,3.0,0.0,D,1,4126,0,1355,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.010703363914373,0.0211214613416774,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
137824,2013-01-05,17,502067,1.0,0.0,C,12,1028,0,1433,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0229357798165137,0.0114806655531829,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
141740,2013-01-05,24,1047698,29.0,0.0,D,1,1122,0,2578,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0061162079510703,0.0520734899257912,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
127949,2013-01-05,6,165705,10.0,0.0,D,13,1016,0,2154,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0076452599388379,0.0236585128649654,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
172169,2013-01-06,7,1047690,47.0,0.0,D,8,1120,0,1431,93.12,National,Ecuador,Recupero puente Navidad,False,6,1,0.0015290519877675,0.2164744286348548,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
162605,2013-01-05,50,594045,13.0,0.0,A,14,2718,1,3459,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0061162079510703,0.0414178735279815,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
149360,2013-01-05,37,103520,4.0,0.0,D,2,1028,0,1770,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0045871559633027,0.0109732552485253,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
180232,2013-01-06,17,1047717,7.0,0.0,C,12,1122,0,1383,93.12,National,Ecuador,Recupero puente Navidad,False,6,1,0.010703363914373,0.0231511025603078,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
159008,2013-01-05,47,592801,6.0,0.0,A,14,2114,1,4764,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0091743119266055,0.0140177170764709,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
149946,2013-01-05,37,671706,0.329,0.0,D,2,2664,1,1770,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0304113149847094,0.0193343622486733,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
155337,2013-01-05,44,673306,7.0,0.0,A,5,1072,0,4921,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0015290519877675,0.0140177170764709,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
125820,2013-01-05,4,164037,11.0,0.0,D,9,1048,0,1825,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0137614678899082,0.0282252056068838,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
186209,2013-01-06,27,1038954,6.0,0.0,D,1,2714,1,1614,93.12,National,Ecuador,Recupero puente Navidad,False,6,1,0.010703363914373,0.0246733334742806,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
183793,2013-01-06,24,1091467,1.22,0.0,D,1,2306,1,2061,93.12,National,Ecuador,Recupero puente Navidad,False,6,1,0.0074296636085626,0.0105536269265735,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
124982,2013-01-05,3,507478,46.0,0.0,D,8,2502,1,3623,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.0229357798165137,0.0637439269329161,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
